artist(s)_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,bpm,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,key_A,key_A#,key_B,key_C#,key_D,key_D#,key_E,key_F,key_F#,key_G,key_G#,mode_Major,mode_Minor
"Coldplay, BTS",2,2021,9,24,6127,13,1061966512,105,58,42,68,1,0,14,4,True,False,False,False,False,False,False,False,False,False,False,True,False
Morgan Wallen,1,2023,3,3,166,0,32526947,125,53,32,66,38,0,9,3,False,False,False,False,False,False,False,False,False,False,False,True,False
ROSALï¿½,1,2023,1,27,1838,0,124988687,170,56,56,63,13,0,19,27,False,False,False,False,False,False,False,False,True,False,False,False,True
"Sam Smith, Calvin Harris, Jessie Reyez",3,2023,1,27,1890,0,103787664,115,70,84,90,17,0,41,6,False,False,False,False,False,False,False,False,False,False,False,True,False
P!nk,1,2023,1,27,2098,16,134255790,122,64,25,89,0,0,15,9,False,False,False,False,False,False,False,False,False,False,True,True,False
LE SSERAFIM,1,2022,10,17,761,12,301051721,105,88,82,80,8,0,11,8,False,True,False,False,False,False,False,False,False,False,False,False,True
PinkPantheress,1,2022,11,30,1225,0,156338624,133,66,74,84,25,0,21,4,False,False,False,False,False,False,False,True,False,False,False,True,False
"TAEYANG, Jimin",2,2023,1,13,415,2,152850295,100,79,60,68,7,0,26,4,False,False,False,False,False,False,False,False,False,False,False,True,False
SZA,1,2022,10,28,3469,0,309653982,120,82,55,45,15,3,9,10,False,False,False,False,False,True,False,False,False,False,False,False,True
Rihanna,1,2022,10,28,3311,0,297328960,177,25,17,30,90,0,13,3,True,False,False,False,False,False,False,False,False,False,False,True,False
Lil Nas X,1,2022,9,22,2616,0,332506354,142,64,31,72,15,0,9,5,False,False,False,False,True,False,False,False,False,False,False,False,True
Beach Weather,1,2016,11,4,3006,16,480507035,144,57,47,84,1,1,52,4,False,False,False,False,False,False,True,False,False,False,False,False,True
"Halsey, BTS",2,2019,4,12,4260,0,1065580332,120,65,80,86,9,0,19,10,False,False,True,False,False,False,False,False,False,False,False,False,True
Baby Tate,1,2016,9,27,482,0,122763672,135,92,73,51,55,0,15,6,False,False,False,False,True,False,False,False,False,False,False,True,False
Rï¿½ï,1,2022,2,9,4013,10,445763624,107,81,82,78,38,0,12,4,False,False,True,False,False,False,False,False,False,False,False,True,False
"Arijit Singh, Vishal Dadlani, Sukriti Kakar, Vishal-Shekhar, Shekhar Ravjiani, Kumaar",6,2022,12,22,138,4,1365184,105,82,62,74,10,0,33,7,False,False,False,False,False,False,False,False,False,True,False,True,False
"RAYE, 070 Shake",2,2022,11,25,1368,0,184308753,108,44,38,77,9,0,9,20,False,False,False,False,False,False,False,False,True,False,False,False,True
Beach House,1,2015,1,1,17852,4,789753877,147,51,62,79,22,13,14,3,False,False,False,False,False,False,False,False,False,False,False,False,True
"BTS, Jung Kook, FIFA Sound",3,2022,11,20,889,20,323358833,115,71,34,88,16,0,44,4,False,False,False,False,False,False,False,False,False,False,False,True,False
"Shakira, Rauw Alejandro",2,2022,4,21,4796,9,606361689,174,70,57,64,23,0,8,32,False,False,False,False,False,False,False,True,False,False,False,True,False
"Steve Aoki, Tini, La Joaqui",3,2023,1,12,658,6,120972253,90,68,83,71,3,0,31,8,False,True,False,False,False,False,False,False,False,False,False,False,True
Billie Eilish,1,2022,7,21,3009,2,338564981,141,41,9,25,84,1,14,4,False,False,False,False,False,False,True,False,False,False,False,False,True
Sam Smith,1,2014,1,1,17492,3,1606986953,82,68,50,49,56,0,8,4,False,False,False,False,False,False,False,True,False,False,False,True,False
Conan Gray,1,2020,3,20,6170,7,1301799902,92,47,25,43,62,0,32,3,False,False,False,False,False,False,False,True,False,False,False,True,False
"Vishal-Shekhar, Shilpa Rao, Caralisa Monteiro, Kumaar, Vishal Dadlani, Shekhar Ravjiani",6,2022,12,12,130,4,140187018,116,77,65,80,6,0,15,4,False,False,False,False,False,False,False,False,False,False,True,False,True
"Calvin Harris, Dua Lipa",2,2017,6,2,27705,10,1897517891,124,79,59,86,4,0,8,11,True,False,False,False,False,False,False,False,False,False,False,False,True
TOMORROW X TOGETHER,1,2023,1,27,359,0,107642809,125,71,83,89,1,0,17,9,False,True,False,False,False,False,False,False,False,False,False,False,True
BLACKPINK,1,2022,8,19,1963,16,551305895,90,80,71,69,2,0,27,10,False,False,False,False,False,False,False,False,False,False,False,True,False
"Drake, Future, Tems",3,2022,4,27,5491,14,556585270,83,46,34,64,31,0,7,34,False,False,False,True,False,False,False,False,False,False,False,True,False
Dua Lipa,1,2019,10,31,27119,0,2303033973,124,79,68,79,1,0,10,8,False,False,True,False,False,False,False,False,False,False,False,False,True
Mr.Kitty,1,2014,8,8,1776,14,646886885,140,58,4,60,7,41,8,3,False,False,False,False,False,False,False,False,False,False,True,True,False
"Gustavo Mioto, Mari Fernandez",2,2022,9,16,1473,4,222612678,154,64,61,91,15,0,72,4,False,False,False,False,False,False,False,False,False,False,False,True,False
"Jack Harlow, Lil Nas X",2,2021,7,23,13315,0,1814349763,150,74,89,70,2,0,5,6,False,False,False,False,False,True,False,False,False,False,False,False,True
Elley Duhï¿,1,2020,1,10,4057,8,872137015,186,41,9,61,2,0,12,5,False,False,False,False,False,False,True,False,False,False,False,False,True
Seafret,1,2015,4,22,3045,6,571386359,166,40,23,48,5,0,12,3,False,False,False,False,False,False,False,False,False,False,True,False,True
"Baby Rasta, Rauw Alejandro",2,2022,9,22,3006,12,304079786,107,87,20,83,0,4,31,9,False,False,False,False,False,False,False,False,False,False,False,True,False
"DJ Escobar, MC MENOR SG, MC MENOR HR",3,2022,9,9,852,0,174006928,87,87,52,52,31,0,28,24,False,False,False,False,False,False,False,False,False,True,False,True,False
Dean Lewis,1,2022,8,5,2163,15,284785823,82,40,39,64,21,0,7,7,False,False,False,False,False,False,False,False,False,False,True,True,False
SZA,1,2022,12,9,1484,0,163284000,114,46,60,28,91,0,21,4,True,False,False,False,False,False,False,False,False,False,False,False,True
Joji,1,2022,11,4,1703,0,246390068,148,47,15,52,38,13,29,5,False,False,False,False,False,False,False,False,False,False,True,True,False
Central Cee,1,2022,7,20,4169,44,482257456,140,91,97,57,38,0,40,29,False,False,False,False,False,False,False,False,True,False,False,True,False
Bellakath,1,2022,10,3,1054,0,168684524,101,90,76,81,15,24,33,6,False,False,False,False,False,False,False,False,False,True,False,True,False
"Skrillex, Flowdan, Fred again..",3,2022,1,17,2849,0,78489819,140,81,6,84,5,23,6,6,False,False,False,True,False,False,False,False,False,False,False,False,True
"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622,88,49,24,66,19,0,18,29,False,False,False,False,False,False,False,False,False,True,False,False,True
Bad Bunny,1,2021,6,4,9644,28,1260594497,180,64,44,65,28,0,14,12,False,False,False,True,False,False,False,False,False,False,False,True,False
Nicki Minaj,1,2022,8,12,4827,0,428685680,133,95,91,89,6,0,31,24,False,False,False,False,True,False,False,False,False,False,False,True,False
Kate Bush,1,1985,9,16,21811,0,1024858327,108,63,20,55,72,0,6,6,False,True,False,False,False,False,False,False,False,False,False,False,True
Aerosmith,1,1973,1,5,168,0,838586769,80,39,24,43,39,0,23,3,False,False,False,False,False,False,False,True,False,False,False,False,True
Freddie Dredd,1,2022,8,11,688,0,199386237,75,80,46,62,3,6,11,46,False,False,True,False,False,False,False,False,False,False,False,False,True
"Lost Frequencies, Calum Scott",2,2021,7,30,10565,44,972509632,121,67,26,64,52,0,17,10,False,False,False,False,False,False,False,False,True,False,False,False,True
"Twisted, Oliver Tree",2,2022,9,28,1612,0,213438580,140,58,17,62,18,0,20,8,False,False,False,False,True,False,False,False,False,False,False,False,True
Ed Sheeran,1,2020,9,3,12755,8,1555511105,126,81,59,90,5,0,36,3,False,False,True,False,False,False,False,False,False,False,False,False,True
Kenshi Yonezu,1,2022,10,12,574,4,210038833,102,58,29,94,0,0,9,11,False,False,False,True,False,False,False,False,False,False,False,True,False
Omar Apollo,1,2022,4,8,2499,0,227918678,82,70,31,34,60,1,11,4,True,False,False,False,False,False,False,False,False,False,False,True,False
SZA,1,2020,12,24,10426,2,826623384,121,46,53,78,23,0,72,6,False,False,False,True,False,False,False,False,False,False,False,False,True
"Dua Lipa, DaBaby",2,2020,3,27,15894,8,1802514301,103,70,92,83,1,0,7,6,False,False,False,False,False,False,False,False,True,False,False,False,True
Doja Cat,1,2021,6,25,9424,0,1329090101,108,82,88,76,9,0,12,9,False,False,False,False,False,False,False,True,False,False,False,False,True
Hotel Ugly,1,2022,9,14,713,7,181831132,85,65,36,47,31,0,12,10,False,False,False,False,False,False,False,True,False,False,False,False,True
"James Hype, Miggy Dela Rosa",2,2022,3,14,7758,28,462791599,125,84,70,69,1,0,5,5,False,False,False,True,False,False,False,False,False,False,False,False,True
Taylor Swift,1,2022,10,21,2537,2,348647203,120,69,40,39,41,0,13,6,False,False,False,False,True,False,False,False,False,False,False,True,False
"Pritam, Arijit Singh, Amitabh Bhattacharya",3,2022,7,17,292,6,366599607,94,58,44,57,57,0,10,3,False,False,False,False,False,False,False,False,False,False,False,True,False
"Styrx, utku INC, Thezth",3,1930,1,1,323,0,90598517,130,65,49,80,22,4,7,5,False,False,False,False,False,False,False,False,True,False,False,False,True
"Maroon 5, Wiz Khalifa",2,2012,1,1,14143,4,1479264469,110,74,51,74,2,0,29,4,False,False,False,False,False,False,True,False,False,False,False,True,False
Mariah Carey,1,1994,10,28,25653,0,1449779435,150,34,33,63,16,0,7,4,False,False,False,False,False,False,False,False,False,True,False,True,False
Wham!,1,1984,1,1,22153,0,1159176109,107,74,88,65,28,0,46,3,False,False,True,False,False,False,False,False,False,False,False,False,True
Brenda Lee,1,1958,1,1,14994,0,769213520,140,70,85,41,71,0,45,5,False,False,False,False,False,False,False,False,False,False,True,True,False
Bobby Helms,1,1957,1,1,10326,0,741301563,119,74,78,37,84,0,6,3,False,False,False,False,True,False,False,False,False,False,False,True,False
Michael Bublï¿,1,2011,10,14,12353,0,807561936,93,35,38,23,91,0,29,3,False,False,False,False,False,False,True,False,False,False,False,True,False
Ariana Grande,1,2013,12,13,9408,0,834129063,133,46,53,63,5,0,30,18,False,False,False,False,False,False,False,False,False,True,False,True,False
Andy Williams,1,1963,10,14,8879,0,663832097,202,24,76,60,77,0,12,4,False,False,False,False,False,False,False,False,False,True,False,True,False
Dean Martin,1,1959,11,16,6512,0,446390129,134,45,72,24,91,0,18,4,False,False,False,True,False,False,False,False,False,False,False,True,False
Sia,1,2017,1,1,5140,0,690104769,105,72,33,51,48,0,9,3,False,False,False,True,False,False,False,False,False,False,False,True,False
Kelly Clarkson,1,2013,10,25,6596,0,485285717,160,51,69,81,0,0,21,5,False,False,False,False,False,False,False,False,False,False,True,True,False
Josï¿½ï¿½ Felic,1,1970,11,1,3788,0,520034544,148,50,96,82,47,0,34,4,False,False,False,False,True,False,False,False,False,False,False,True,False
Michael Bublï¿,1,2011,10,14,7655,0,476244795,151,65,70,47,87,0,9,4,False,False,False,False,False,False,False,False,False,True,False,True,False
Justin Bieber,1,2011,1,1,9577,0,629173063,162,67,88,54,51,0,9,4,False,False,False,False,False,False,False,False,True,False,False,False,True
The Ronettes,1,1963,11,22,10114,0,404664135,92,53,84,77,40,0,32,3,False,False,False,False,True,False,False,False,False,False,False,True,False
SZA,1,2022,12,9,1007,0,98709329,152,65,35,65,44,18,21,7,False,False,False,True,False,False,False,False,False,False,False,True,False
SZA,1,2022,12,9,1127,0,110849052,65,71,55,26,85,0,13,8,True,False,False,False,False,False,False,False,False,False,False,False,True
"John Lennon, The Harlem Community Choir, The Plastic Ono Band, Yoko Ono",4,1971,12,1,10829,0,460492795,147,33,39,61,32,0,77,3,False,False,False,False,True,False,False,False,False,False,False,True,False
"SZA, Don Toliver",2,2022,12,8,1042,0,94005786,150,73,71,69,53,0,32,9,False,True,False,False,False,False,False,False,False,False,False,False,True
Burl Ives,1,1952,1,1,7930,0,395591396,140,67,81,36,64,0,15,3,False,False,False,False,False,False,False,False,False,False,False,True,False
Nat King Cole,1,1946,11,1,11500,0,389771964,139,36,22,15,84,0,11,4,False,False,False,True,False,False,False,False,False,False,False,True,False
Paul McCartney,1,1979,11,16,1685,0,403939487,95,75,74,58,36,0,9,3,False,False,True,False,False,False,False,False,False,False,False,True,False
Band Aid,1,1984,11,25,14169,0,481697415,115,60,23,57,0,2,27,3,False,False,False,False,False,False,False,False,False,False,False,True,False
"SZA, Phoebe Bridgers",2,2022,12,9,1634,0,110073250,125,62,59,43,84,3,11,5,False,False,False,False,False,False,False,False,True,False,False,True,False
SZA,1,2022,12,9,906,0,88092256,76,60,19,20,78,0,11,5,False,False,False,False,False,False,False,False,False,False,False,True,False
Shakin' Stevens,1,1984,1,1,1087,0,351636786,101,72,91,87,14,0,13,3,False,False,False,True,False,False,False,False,False,False,False,False,True
"Frank Sinatra, B. Swanson Quartet",2,1950,1,1,10585,0,473248298,143,60,86,32,88,0,34,6,False,False,False,False,True,False,False,False,False,False,False,True,False
SZA,1,2022,12,9,827,0,73981293,119,51,51,66,67,0,9,23,False,False,False,False,False,False,False,False,False,True,False,False,True
"SZA, Travis Scott",2,2022,12,8,1420,4,155653938,78,67,22,59,76,1,15,16,True,False,False,False,False,False,False,False,False,False,False,True,False
"Bing Crosby, John Scott Trotter & His Orchestra, Ken Darby Singers",3,1942,1,1,11940,0,395591396,96,23,19,25,91,0,40,3,True,False,False,False,False,False,False,False,False,False,False,True,False
Chris Rea,1,1986,1,1,888,0,429504768,180,51,87,58,36,0,18,4,True,False,False,False,False,False,False,False,False,False,False,True,False
Darlene Love,1,1963,11,22,9122,0,242767149,126,34,35,76,39,0,8,5,False,False,False,False,False,True,False,False,False,False,False,True,False
SZA,1,2022,12,9,892,0,65362788,150,43,42,44,57,0,15,6,False,False,False,False,False,False,False,True,False,False,False,True,False
SZA,1,2022,12,9,989,0,67540165,90,53,47,74,9,0,34,4,False,False,False,False,True,False,False,False,False,False,False,True,False
SZA,1,2022,12,9,819,0,62019074,160,72,78,68,28,0,11,12,False,False,False,False,False,False,False,True,False,False,False,True,False
"Ed Sheeran, Elton John",2,2017,11,10,2209,0,135723538,114,59,60,94,24,0,10,4,False,False,False,False,False,False,False,False,False,False,False,True,False
"Perry Como, The Fontane Sisters, Mitchell Ayres & His Orchestra",3,1958,1,1,6290,0,295998468,113,73,72,32,77,0,15,5,False,False,False,False,False,False,False,False,False,True,False,True,False
Britney Spears,1,2000,11,7,6952,0,261116938,147,67,69,72,17,0,19,3,False,False,False,False,False,False,False,False,False,False,False,True,False
"Mabel Matiz, Mert Demir",2,2022,11,4,313,2,136689549,100,70,92,59,3,0,10,3,False,False,True,False,False,False,False,False,False,False,False,False,True
RM,1,2022,12,2,353,2,135611421,155,49,42,77,3,0,12,9,False,False,False,False,False,False,False,False,False,False,True,True,False
SZA,1,2021,12,3,4094,0,356709897,107,54,41,39,51,0,11,16,False,False,False,False,False,False,False,False,False,True,False,False,True
"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992,112,80,15,54,9,0,38,5,False,False,False,False,False,False,False,False,False,False,True,True,False
ThxSoMch,1,2022,10,31,573,0,301869854,166,70,57,57,9,20,11,7,False,False,False,True,False,False,False,False,False,False,False,True,False
Nat King Cole,1,1959,1,1,3299,0,127027715,107,69,96,36,81,0,8,4,False,False,False,False,False,False,False,False,True,False,False,False,True
SZA,1,2022,12,9,811,0,57144458,81,47,33,68,24,0,22,38,False,False,False,False,False,False,False,False,False,False,True,True,False
SZA,1,2022,12,9,899,0,56870689,150,79,77,46,5,0,11,7,False,False,False,True,False,False,False,False,False,False,False,True,False
"Taylor Swift, Lana Del Rey",2,2022,10,21,2415,0,323437194,110,66,19,32,69,0,12,4,True,False,False,False,False,False,False,False,False,False,False,True,False
Taylor Swift,1,2022,10,21,2304,0,317726339,108,64,4,40,6,0,10,6,False,False,False,False,False,False,False,False,False,True,False,True,False
"Dj LK da Escï¿½ï¿½cia, Tchakabum, mc jhenny, M",4,2022,9,28,1003,0,116144341,130,89,48,74,30,0,7,36,False,False,False,False,False,False,True,False,False,False,False,False,True
Taylor Swift,1,2022,10,21,2699,0,328207708,164,70,39,56,6,0,9,7,False,False,False,False,False,False,False,False,False,True,False,True,False
"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647,114,80,42,68,2,0,66,4,False,False,True,False,False,False,False,False,False,False,False,False,True
"Gwen Stefani, Blake Shelton",2,2005,9,20,2577,0,180577478,93,63,93,88,1,0,12,4,False,False,False,False,False,False,False,True,False,False,False,True,False
"Chencho Corleone, Rauw Alejandro",2,2021,6,25,6821,34,809306935,90,87,51,69,36,0,9,8,False,False,False,True,False,False,False,False,False,False,False,False,True
SZA,1,2022,12,8,714,0,49262961,128,45,35,68,78,0,39,8,False,False,True,False,False,False,False,False,False,False,False,True,False
"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082,97,83,47,80,2,0,24,9,True,False,False,False,False,False,False,False,False,False,False,True,False
Chuck Berry,1,1958,1,1,8612,0,245350949,152,69,94,71,79,0,7,8,False,False,False,False,False,False,False,False,False,True,False,False,True
Frank Sinatra,1,1957,1,1,4326,0,178660459,175,51,94,34,73,0,10,5,False,False,False,False,False,False,False,False,False,False,True,True,False
SZA,1,2022,12,9,680,0,51641685,116,61,48,55,67,0,16,8,False,False,False,False,True,False,False,False,False,False,False,True,False
"John Legend, Metro Boomin",2,2022,12,2,398,0,78139948,80,33,51,59,76,0,44,6,False,False,False,False,False,False,False,True,False,False,False,False,True
"Maldy, Karol G",2,2022,8,25,3328,13,322336177,93,63,34,86,26,0,21,39,False,False,True,False,False,False,False,False,False,False,False,False,True
Gayle,1,2021,8,13,7215,0,1007612429,122,70,42,54,30,0,37,5,False,False,False,False,False,False,True,False,False,False,False,True,False
The Weeknd,1,2022,1,7,4440,0,326792833,122,70,91,79,3,0,7,10,False,False,False,False,False,False,False,False,False,True,False,True,False
The Weeknd,1,2022,1,7,2881,6,391251368,135,70,60,58,4,0,16,3,True,False,False,False,False,False,False,False,False,False,False,False,True
"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590,109,60,45,47,62,0,31,5,False,False,False,False,False,False,False,True,False,False,False,True,False
The Weeknd,1,2022,1,7,3711,0,339659802,93,65,82,74,27,0,32,5,False,False,False,False,False,False,False,False,False,False,False,False,True
"Cherish, ACRAZE",2,2021,8,20,12403,0,674772936,125,85,64,81,2,5,7,9,False,False,True,False,False,False,False,False,False,False,False,False,True
"Adassa, Mauro Castillo, Stephanie Beatriz, Encanto - Cast, Rhenzy Feliz, Diane Guerrero, Carolina Gaitan",7,2021,11,19,2785,0,432719968,206,58,83,45,36,0,11,8,False,False,False,False,False,False,False,False,False,False,False,False,True
Farruko,1,2021,6,24,14114,17,1309887447,130,76,44,77,1,0,13,3,False,False,False,False,False,False,False,False,False,True,False,True,False
The Weeknd,1,2022,1,7,1915,0,119238316,121,80,62,51,2,0,9,8,False,False,False,False,False,False,False,False,False,True,False,False,True
The Weeknd,1,2022,1,7,2297,0,116903579,123,74,35,73,0,0,21,5,False,False,False,False,False,False,False,False,True,False,False,False,True
Jaymes Young,1,2017,6,23,4375,0,888046992,122,67,50,67,15,0,30,4,False,False,True,False,False,False,False,False,False,False,False,False,True
The Weeknd,1,2022,1,7,2800,0,200660871,143,53,50,79,0,0,8,3,False,False,False,False,False,False,False,False,False,False,False,True,False
The Weeknd,1,2021,8,6,2597,0,130655803,121,70,35,77,1,0,26,4,False,True,False,False,False,False,False,False,False,False,False,False,True
Olivia Rodrigo,1,2021,5,14,15563,6,1887039593,166,56,68,66,28,0,11,18,False,False,False,False,False,False,False,False,True,False,False,False,True
"The Weeknd, Tyler, The Creator",3,2022,1,7,1420,0,88103848,135,41,27,64,36,0,60,3,False,False,False,True,False,False,False,False,False,False,False,True,False
The Weeknd,1,2022,1,7,1292,0,101114984,87,49,49,59,44,0,35,21,False,False,False,False,False,False,True,False,False,False,False,False,True
"SZA, Doja Cat",2,2021,4,9,15867,0,1575467011,111,77,74,66,30,0,13,3,False,False,False,False,False,False,False,False,False,False,True,True,False
"The Weeknd, Lil Wayne",2,2022,1,7,1178,0,91656026,110,75,85,84,10,0,31,19,False,False,False,False,True,False,False,False,False,False,False,True,False
Doja Cat,1,2021,6,11,6672,0,1042568408,130,66,19,61,30,0,9,7,False,False,False,True,False,False,False,False,False,False,False,True,False
Lil Nas X,1,2020,9,18,12329,0,1735441776,179,61,76,51,30,0,38,15,False,False,False,False,False,False,False,False,False,False,True,False,True
Ckay,1,2019,7,26,5669,2,726837877,93,74,53,73,61,0,13,4,False,False,False,False,False,False,False,True,False,False,False,False,True
The Weeknd,1,2022,1,7,811,0,53933526,78,27,10,49,62,0,49,5,True,False,False,False,False,False,False,False,False,False,False,False,True
Jessica Darrow,1,2021,11,19,1756,0,267758538,180,65,37,58,2,0,4,31,False,False,False,False,True,False,False,False,False,False,False,True,False
The Weeknd,1,2022,1,7,1014,0,74601456,86,28,13,41,50,0,19,3,True,False,False,False,False,False,False,False,False,False,False,False,True
Lil Nas X,1,2021,9,17,7963,0,920797189,88,74,55,85,1,0,5,22,False,False,False,True,False,False,False,False,False,False,False,False,True
"The Weeknd, Post Malone",2,2021,11,5,4771,0,539595276,97,68,72,78,4,0,7,5,False,False,False,True,False,False,False,False,False,False,False,True,False
Mï¿½ï¿½ne,1,2017,12,8,8559,0,1367810478,134,71,59,80,13,0,36,5,False,False,True,False,False,False,False,False,False,False,False,False,True
"Aitana, zzoilo",2,2020,9,21,3221,2,578207856,116,75,36,76,12,0,10,10,False,False,False,False,True,False,False,False,False,False,False,True,False
"Julieta Venegas, Bad Bunny, Tainy",3,2021,10,5,3423,26,775542072,170,64,14,70,9,0,9,8,False,False,False,False,False,False,True,False,False,False,False,False,True
Lisa,1,2021,9,10,2566,13,863625566,140,83,40,55,16,0,14,23,False,False,False,True,False,False,False,False,False,False,False,False,True
"Tiï¿½ï¿½sto, Ava",2,2021,11,4,9151,6,656013912,118,75,46,76,3,0,9,4,False,False,False,False,False,False,False,False,False,True,False,False,True
Billie Eilish,1,2021,7,30,8476,0,1056760045,65,31,31,24,76,0,14,4,False,False,False,False,False,False,False,False,False,False,False,True,False
"The Weeknd, Swedish House Mafia",2,2021,10,22,7495,17,611994237,120,56,16,67,0,0,11,4,False,False,False,False,False,False,False,False,False,False,False,False,True
"Juan Cruz Toledo, Huilen Toledo",2,2021,5,21,5257,6,1230855859,176,29,12,33,68,0,12,5,False,False,False,False,False,True,False,False,False,False,False,True,False
BoyWithUke,1,2021,9,10,1795,0,582981380,180,59,69,61,84,0,46,36,False,False,False,False,False,False,False,False,False,False,True,False,True
Olivia Rodrigo,1,2021,1,8,12685,3,1858144199,144,59,21,43,76,0,10,7,False,True,False,False,False,False,False,False,False,False,False,True,False
"Xamï¿½ï¿½, Gustah, Neo B",3,2021,11,30,648,1,240684449,133,82,52,61,38,0,14,27,False,False,False,False,False,False,False,False,True,False,False,False,True
Taylor Swift,1,2021,11,12,4635,5,583687007,93,63,21,52,28,0,9,3,False,False,False,False,False,False,False,False,False,False,False,True,False
The Weeknd,1,2022,1,7,1184,0,63803529,122,77,25,62,34,0,23,3,False,True,False,False,False,False,False,False,False,False,False,True,False
Adele,1,2021,11,19,4431,0,466214729,88,53,55,73,9,0,3,5,False,False,False,True,False,False,False,False,False,False,False,True,False
"Lit Killah, Maria Becerra, Tiago pzk, NICKI NICOLE",4,2022,1,5,759,3,236940480,170,70,61,44,40,0,37,4,False,False,False,False,False,False,False,True,False,False,False,False,True
The Weeknd,1,2022,1,7,733,0,41924466,94,46,55,50,71,0,10,11,False,False,False,False,False,False,False,True,False,False,False,False,True
Emmy Meli,1,2021,11,18,2795,0,225259194,170,65,46,47,12,0,13,16,False,True,False,False,False,False,False,False,False,False,False,True,False
"Justin Quiles, Lenny Tavï¿½ï¿½rez, BL",3,2021,10,27,2780,2,393230256,90,79,79,70,57,0,66,8,False,False,False,False,False,False,True,False,False,False,False,False,True
Shawn Mendes,1,2021,12,1,1950,0,287201015,78,40,7,29,62,0,9,3,False,False,False,False,False,False,False,False,False,True,False,True,False
The Neighbourhood,1,2018,3,9,3947,12,599770206,94,57,36,58,5,0,15,3,False,False,False,False,True,False,False,False,False,False,False,True,False
Kodak Black,1,2021,10,30,2551,0,342779426,73,83,11,41,0,0,36,14,False,False,False,False,True,False,False,False,False,False,False,True,False
"Aventura, Bad Bunny",2,2021,8,3,5375,10,673801126,176,73,79,86,42,0,7,18,False,False,False,True,False,False,False,False,False,False,False,True,False
Rauw Alejandro,1,2020,11,2,11975,8,1168642797,128,81,57,63,40,1,10,4,False,False,False,False,False,True,False,False,False,False,False,False,True
"Ckay, AX'EL, Dj Yo!",3,2019,8,30,2696,0,540539717,120,58,44,60,44,9,5,6,False,False,False,False,False,False,False,False,False,False,True,True,False
"Bruno Mars, Anderson .Paak, Silk Sonic",3,2021,11,5,4963,0,383550148,82,63,85,62,6,0,35,4,False,False,False,False,True,False,False,False,False,False,False,True,False
"THE ANXIETY, Willow, Tyler Cole",3,2020,3,13,6734,0,530511203,95,77,40,47,2,0,9,3,False,False,False,False,True,False,False,False,False,False,False,True,False
The Weeknd,1,2022,1,7,715,0,37307967,118,44,52,94,11,0,4,29,False,False,False,False,False,False,False,False,False,False,False,True,False
Sebastian Yatra,1,2021,10,22,3047,9,510876816,123,75,93,86,8,0,14,3,False,False,True,False,False,False,False,False,False,False,False,False,True
"Justin Bieber, Daniel Caesar, Giveon",3,2021,3,19,14140,0,1445941661,90,63,49,68,38,0,42,18,False,False,False,False,False,False,False,False,False,False,False,True,False
"Bad Bunny, Jhay Cortez",2,2020,10,30,11215,21,1763363713,110,73,14,57,40,0,11,5,False,False,False,False,False,False,True,False,False,False,False,False,True
"Bizarrap, Tiago pzk",2,2021,12,29,1678,12,374191487,96,66,76,82,47,0,10,32,False,False,False,True,False,False,False,False,False,False,False,False,True
Stromae,1,2022,1,9,2035,0,108809090,88,56,58,55,35,0,23,11,False,False,False,False,True,False,False,False,False,False,False,False,True
"Chris Brown, Rvssian, Rauw Alejandro",3,2021,9,8,2780,2,436695353,98,73,60,85,17,0,24,5,True,False,False,False,False,False,False,False,False,False,False,False,True
"NEIKED, Mae Muller, Polo G",3,2021,9,24,4091,0,421040617,110,72,67,68,0,0,14,4,False,False,False,False,False,False,False,False,False,False,False,False,True
Oliver Tree,1,2020,7,17,2868,0,501541661,80,70,57,49,19,0,12,8,False,False,False,False,False,False,False,False,False,False,False,True,False
"Kali Uchis, Amaarae, Moliy",3,2021,9,16,3643,0,354065229,110,86,31,53,43,0,11,6,False,False,False,True,False,False,False,False,False,False,False,False,True
BTS,1,2021,5,21,4779,6,1143647827,110,79,70,36,0,0,6,11,False,False,False,False,False,False,False,False,False,False,True,True,False
"Young Thug, Future, Gunna",3,2022,1,7,3517,0,311395144,78,77,49,42,1,1,13,19,False,False,False,True,False,False,False,False,False,False,False,False,True
"Doja Cat, The Weeknd",2,2021,6,24,5073,0,672656250,129,83,44,62,2,0,8,6,False,False,False,False,False,False,False,False,False,False,True,True,False
Olivia Rodrigo,1,2021,4,1,7545,4,1256880657,181,44,22,60,61,0,42,9,True,False,False,False,False,False,False,False,False,False,False,True,False
BTS,1,2020,8,21,8528,5,1692897992,114,75,74,77,1,0,9,10,False,False,False,False,False,False,False,False,True,False,False,False,True
Jnr Choi,1,2021,11,5,2979,0,245095641,144,74,39,65,5,1,11,35,False,False,False,False,True,False,False,False,False,False,False,True,False
"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357,101,66,18,68,9,0,12,4,False,False,False,False,True,False,False,False,False,False,False,True,False
